date,region,cases_cases,weather_temperature,weather_humidity,weather_precipitation,wastewater_viral_load,day_of_week,month,year,day,day_of_year_sin,day_of_year_cos
2020-02-24,Region_2,159.0,16.1,51.4,1.9,786.34,0,2,2020,24,0.8111602420785621,0.5848239578463322
2020-02-25,Region_2,140.0,13.8,41.3,10.6,953.42,1,2,2020,25,0.8211001178128892,0.5707841943569036
2020-02-26,Region_2,124.0,19.9,44.2,2.4,876.16,2,2,2020,26,0.8307970168121247,0.5565755266413303
2020-02-27,Region_2,136.0,18.7,41.6,8.4,1001.43,3,2,2020,27,0.8402480696078469,0.5422021592729844
2020-02-28,Region_2,147.0,19.2,36.9,2.5,722.25,4,2,2020,28,0.8494504794814806,0.527668345562516
2020-02-29,Region_2,125.0,21.8,45.4,1.9,777.34,5,2,2020,29,0.8584015232918917,0.512978386299228
2020-03-01,Region_2,126.0,18.7,36.2,5.8,620.66,6,3,2020,1,0.8670985522812081,0.4981366284784055
2020-03-02,Region_2,140.0,20.4,42.1,0.0,909.15,0,3,2020,2,0.8755389928586302,0.4831474640149687
2020-03-03,Region_2,115.0,19.0,52.1,0.1,679.35,1,3,2020,3,0.8837203473619977,0.4680153284438345
2020-03-04,Region_2,126.0,15.1,51.7,2.5,733.12,2,3,2020,4,0.8916401947968874,0.45274469960737107
2020-03-05,Region_2,148.0,19.0,36.4,6.1,783.58,3,3,2020,5,0.8992961915530253,0.4373400963303323
2020-03-06,Region_2,111.0,23.0,44.4,1.3,524.44,4,3,2020,6,0.9066860720977985,0.4218060770826634
2020-03-07,Region_2,119.0,23.0,48.1,1.1,1047.75,5,3,2020,7,0.9138076496466615,0.4061472386305789
2020-03-08,Region_2,121.0,23.2,40.2,1.0,551.32,6,3,2020,8,0.9206588168102428,0.3903682146763026
2020-03-09,Region_2,144.0,21.4,50.6,4.6,430.24,0,3,2020,9,0.9272375462179537,0.374473674486883
2020-03-10,Region_2,147.0,18.6,41.5,1.3,358.11,1,3,2020,10,0.9335418911179212,0.35846832151248087
2020-03-11,Region_2,115.0,21.4,41.4,2.5,993.47,2,3,2020,11,0.9395699859530622,0.342356891994542
2020-03-12,Region_2,121.0,21.4,32.6,2.8,891.09,3,3,2020,12,0.945320046913132,0.3261441535642696
2020-03-13,Region_2,116.0,24.1,38.3,3.4,518.06,4,3,2020,13,0.9507903724625832,0.3098349038318025
2020-03-14,Region_2,162.0,23.6,38.7,8.4,329.93,5,3,2020,14,0.9559793438440766,0.2934339689665273
2020-03-15,Region_2,124.0,22.4,41.9,0.4,790.98,6,3,2020,15,0.9608854255574977,0.27694620226893646
2020-03-16,Region_2,127.0,26.3,43.0,0.5,1131.3,0,3,2020,16,0.9655071658143364,0.2603764827344581
2020-03-17,Region_2,105.0,22.3,43.5,2.9,708.62,1,3,2020,17,0.969843196967294,0.24372971360968387
2020-03-18,Region_2,134.0,24.3,44.7,1.3,686.58,2,3,2020,18,0.9738922359149924,0.22701082094141847
2020-03-19,Region_2,131.0,26.8,39.5,1.4,692.79,3,3,2020,19,0.9776530844816641,0.2102247521189836
2020-03-20,Region_2,130.0,23.9,34.2,4.2,679.05,4,3,2020,20,0.981124629771712,0.19337647441020586
2020-03-21,Region_2,141.0,25.9,45.8,0.5,1194.9,5,3,2020,21,0.984305844499033,0.17647097349152166
2020-03-22,Region_2,149.0,28.5,39.8,5.2,1256.5862499999998,6,3,2020,22,0.9871957872910085,0.15951325197263655
2020-03-23,Region_2,126.0,22.2,35.4,5.1,714.49,0,3,2020,23,0.9897936029670716,0.14250832791617088
2020-03-24,Region_2,150.0,24.6,36.5,1.3,411.05,1,3,2020,24,0.992098522791769,0.12546123335273648
2020-03-25,Region_2,159.0,22.5,40.0,4.7,1242.95,2,3,2020,25,0.9941098647022418,0.10837701279187609
2020-03-26,Region_2,142.0,20.7,37.0,0.6,628.43,3,3,2020,26,0.9958270335100595,0.09126072172931188
2020-03-27,Region_2,141.0,25.3,39.2,1.3,701.19,4,3,2020,27,0.9972495210773451,0.07411742515094437
2020-03-28,Region_2,145.0,21.2,41.8,0.1,847.26,5,3,2020,28,0.998376906467142,0.056952196034039754
2020-03-29,Region_2,170.0,25.0,41.3,0.4,750.8,6,3,2020,29,0.9992088560679753,0.03977011384605572
2020-03-30,Region_2,140.0,24.2,38.3,2.5,452.33,0,3,2020,30,0.9997451236925734,0.022576263041545485
2020-03-31,Region_2,158.0,21.4,31.3,2.2,1153.65,1,3,2020,31,0.9999855506507186,0.005375731557583884
2020-04-01,Region_2,154.0,25.9,47.9,0.6,1069.67,2,4,2020,1,0.9999300657962057,-0.011826390691832589
2020-04-02,Region_2,149.0,23.0,39.2,2.6,1148.77,3,4,2020,2,0.9995786855478958,-0.029025013321975237
2020-04-03,Region_2,138.0,25.1,40.2,0.3,1256.5862499999998,4,4,2020,3,0.9989315138848577,-0.046215046983708354
2020-04-04,Region_2,148.0,24.9,40.8,0.0,999.71,5,4,2020,4,0.9979887423155984,-0.06339140486951038
2020-04-05,Region_2,148.0,26.3,35.4,2.1,521.8,6,4,2020,5,0.9967506498213929,-0.08054900421874167
2020-04-06,Region_2,154.0,26.0,43.6,12.8,939.9,0,4,2020,6,0.9952176027737294,-0.09768276782171598
2020-04-07,Region_2,179.0,22.7,43.3,1.4,916.3,1,4,2020,7,0.9933900548258936,-0.11478762552212701
2020-04-08,Region_2,183.0,29.9,39.4,2.0,1256.5862499999998,2,4,2020,8,0.9912685467787256,-0.13185851571739118
2020-04-09,Region_2,204.0,27.2,38.8,2.6,1256.5862499999998,3,4,2020,9,0.9888537064205885,-0.1488903868564548
2020-04-10,Region_2,222.0,26.3,41.3,1.7,975.9,4,4,2020,10,0.986146248341595,-0.16587819893463143
2020-04-11,Region_2,224.0,26.0,36.2,1.1,1031.15,5,4,2020,11,0.9831469737221499,-0.1828169249850199
2020-04-12,Region_2,182.0,25.2,43.3,1.7,719.99,6,4,2020,12,0.9798567700958665,-0.1997015525660636
2020-04-13,Region_2,231.0,24.7,42.9,1.8,1256.5862499999998,0,4,2020,13,0.9762766110869321,-0.21652708524481437
2020-04-14,Region_2,228.0,29.2,31.7,0.4,1256.5862499999998,1,4,2020,14,0.9724075561219968,-0.23328854407545518
2020-04-15,Region_2,231.0,28.1,42.8,0.0,1256.5862499999998,2,4,2020,15,0.9682507501166718,-0.2499809690726521
2020-04-16,Region_2,202.0,25.6,39.8,0.4,1123.92,3,4,2020,16,0.9638074231367307,-0.26659942067929354
2020-04-17,Region_2,192.0,25.9,42.7,0.3,1256.5862499999998,4,4,2020,17,0.9590788900341131,-0.28313898122818354
2020-04-18,Region_2,231.0,23.6,48.3,1.9,1256.5862499999998,5,4,2020,18,0.9540665500578387,-0.2995947563972602
2020-04-19,Region_2,224.0,26.6,46.7,0.8,998.77,6,4,2020,19,0.9487718864399473,-0.31596187665790293
2020-04-20,Region_2,231.0,22.4,39.4,1.1,1256.5862499999998,0,4,2020,20,0.9431964659565866,-0.33223549871590435
2020-04-21,Region_2,204.0,23.7,36.2,1.0,1256.5862499999998,1,4,2020,21,0.9373419384643772,-0.3484108069446808
2020-04-22,Region_2,231.0,26.7,38.2,0.3,1166.87,2,4,2020,22,0.9312100364121947,-0.3644830148102912
2020-04-23,Region_2,231.0,27.5,46.9,1.3,1084.26,3,4,2020,23,0.9248025743285089,-0.38044736628785164
2020-04-24,Region_2,231.0,24.4,35.1,0.7,1213.49,4,4,2020,24,0.9181214482844364,-0.39629913726891813
2020-04-25,Region_2,231.0,25.2,42.8,1.1,1161.06,5,4,2020,25,0.9111686353326631,-0.41203363695942635
2020-04-26,Region_2,219.0,27.7,36.2,2.1,1105.52,6,4,2020,26,0.9039461929224011,-0.42764620926777464
2020-04-27,Region_2,208.0,31.2,39.0,1.2,1070.13,0,4,2020,27,0.8964562582905575,-0.44313223418263453
2020-04-28,Region_2,231.0,27.8,47.9,1.3,747.57,1,4,2020,28,0.8887010478292915,-0.45848712914008766
2020-04-29,Region_2,221.0,27.6,40.1,0.1,1049.6,2,4,2020,29,0.8806828564301475,-0.47370635037968
2020-04-30,Region_2,209.0,24.0,47.3,0.5,645.88,3,4,2020,30,0.8724040568049612,-0.48878539428899265
2020-05-01,Region_2,198.0,27.5,42.5,0.2,999.94,4,5,2020,1,0.8638670987837349,-0.503719798736334
2020-05-02,Region_2,147.0,28.2,31.6,0.1,770.68,5,5,2020,2,0.8550745085896932,-0.518505144391157
2020-05-03,Region_2,163.0,28.3,34.7,0.5,514.87,6,5,2020,3,0.8460288880917339,-0.533137056031809
2020-05-04,Region_2,135.0,25.2,39.9,1.7,1122.94,0,5,2020,4,0.8367329140344921,-0.5476112038402312
2020-05-05,Region_2,131.0,28.8,41.0,0.5,503.65,1,5,2020,5,0.8271893372462497,-0.5619233046832195
2020-05-06,Region_2,152.0,29.0,33.1,0.5,687.68,2,5,2020,6,0.8174009818249189,-0.5760691233798758
2020-05-07,Region_2,142.0,30.1,42.1,0.9,519.74,3,5,2020,7,0.8073707443023492,-0.5900444739548627
2020-05-08,Region_2,127.0,25.3,37.0,0.3,893.41,4,5,2020,8,0.7971015927871943,-0.6038452208771035
2020-05-09,Region_2,124.0,25.2,42.1,1.5,873.73,5,5,2020,9,0.7865965660866021,-0.6174672802835514
2020-05-10,Region_2,132.0,25.2,40.7,0.1,641.62,6,5,2020,10,0.7758587728069828,-0.6309066211876704
2020-05-11,Region_2,134.0,27.5,41.5,0.2,708.47,0,5,2020,11,0.7648913904341225,-0.6441592666722685
2020-05-12,Region_2,109.0,25.3,45.4,0.7,654.6,1,5,2020,12,0.753697664392914,-0.6572212950663319
2020-05-13,Region_2,110.0,29.8,46.8,3.3,292.89,2,5,2020,13,0.742280907086982,-0.6700888411055113
2020-05-14,Region_2,131.0,28.6,41.0,0.5,444.45,3,5,2020,14,0.7306444969184916,-0.6827580970759147
2020-05-15,Region_2,127.0,27.6,33.4,0.2,531.27,4,5,2020,15,0.7187918772884232,-0.6952253139408722
2020-05-16,Region_2,131.0,28.4,38.4,0.6,459.71,5,5,2020,16,0.7067265555776158,-0.7074868024503348
2020-05-17,Region_2,119.0,28.3,28.9,0.0,524.13,6,5,2020,17,0.6944521021088763,-0.719538934232584
2020-05-18,Region_2,136.0,24.7,32.1,2.5,729.0,0,5,2020,18,0.6819721490904629,-0.7313781428679254
2020-05-19,Region_2,121.0,25.9,35.1,3.7,637.59,1,5,2020,19,0.6692903895412567,-0.7430009249440493
2020-05-20,Region_2,101.0,22.8,41.5,0.5,900.26,2,5,2020,20,0.6564105761979381,-0.7544038410927472
2020-05-21,Region_2,122.0,25.7,39.0,0.8,554.19,3,5,2020,21,0.6433365204044917,-0.765583517007675
2020-05-22,Region_2,116.0,25.8,36.0,1.0,510.04,4,5,2020,22,0.6300720909843687,-0.7765366444428655
2020-05-23,Region_2,98.0,24.0,43.1,1.6,881.14,5,5,2020,23,0.6166212130956382,-0.7872599821916922
2020-05-24,Region_2,116.0,27.8,32.4,0.4,320.51,6,5,2020,24,0.6029878670694714,-0.7977503570459932
2020-05-25,Region_2,112.0,26.1,43.6,1.2,490.86,0,5,2020,25,0.5891760872322963,-0.8080046647350754
2020-05-26,Region_2,119.0,24.2,44.1,0.7,556.45,1,5,2020,26,0.5751899607119775,-0.8180198708443174
2020-05-27,Region_2,118.0,31.4,42.7,2.1,623.2,2,5,2020,27,0.5610336262283677,-0.8277930117131022
2020-05-28,Region_2,109.0,25.8,40.1,5.6,577.25,3,5,2020,28,0.5467112728685939,-0.8373211953118121
2020-05-29,Region_2,98.0,24.7,37.2,1.6,575.9,4,5,2020,29,0.5322271388474397,-0.8466016020976267
2020-05-30,Region_2,114.0,24.6,41.0,1.1,657.05,5,5,2020,30,0.5175855102531889,-0.8556314858488706
2020-05-31,Region_2,90.0,27.0,42.5,1.2,548.07,6,5,2020,31,0.5027907197793043,-0.8644081744776648
2020-06-01,Region_2,91.0,25.6,37.9,2.5,516.34,0,6,2020,1,0.4878471454423119,-0.8729290708206411
2020-06-02,Region_2,107.0,24.0,46.0,0.1,421.43,1,6,2020,2,0.47275920928627757,-0.881191653407483
2020-06-03,Region_2,102.0,24.4,45.0,0.0,621.45,2,6,2020,3,0.4575313760742512,-0.8891934772070711
2020-06-04,Region_2,98.0,25.6,44.7,1.7,426.79,3,6,2020,4,0.44216815196707204,-0.8969321743510065
2020-06-05,Region_2,88.0,27.1,37.8,1.1,653.7,4,6,2020,5,0.42667408318992467,-0.9044054548343001
2020-06-06,Region_2,105.0,23.3,37.8,1.9,507.49,5,6,2020,6,0.4110537546870351,-0.9116111071930239
2020-06-07,Region_2,98.0,23.4,35.4,4.6,424.59,6,6,2020,7,0.3953117887649151,-0.9185469991587165
2020-06-08,Region_2,92.0,24.1,36.1,0.1,487.12,0,6,2020,8,0.37945284372454435,-0.925211078289358
2020-06-09,Region_2,98.0,26.4,43.9,1.9,367.95,1,6,2020,9,0.36348161248290634,-0.9316013725767187
2020-06-10,Region_2,91.0,25.0,40.0,0.5,344.0,2,6,2020,10,0.3474028211842774,-0.9377159910299093
2020-06-11,Region_2,89.0,24.2,46.1,2.0,398.91,3,6,2020,11,0.3312212278016865,-0.9435531242349544
2020-06-12,Region_2,88.0,26.9,41.9,4.3,406.31,4,6,2020,12,0.31494162072895193,-0.9491110448902284
2020-06-13,Region_2,96.0,21.6,40.1,2.5,359.94,5,6,2020,13,0.2985688173637202,-0.9543881083175908
2020-06-14,Region_2,101.0,21.8,43.9,0.4,428.95,6,6,2020,14,0.2821076626819194,-0.9593827529490743
2020-06-15,Region_2,89.0,22.4,41.7,10.3,385.13,0,6,2020,15,0.26556302780405594,-0.9640935007889755
2020-06-16,Region_2,84.0,23.1,40.2,0.7,466.97,1,6,2020,16,0.24893980855376657,-0.9685189578512204
2020-06-17,Region_2,69.0,24.1,42.4,1.4,259.29,2,6,2020,17,0.23224292400907015,-0.9726578145718654
2020-06-18,Region_2,72.0,21.6,43.4,3.4,287.44,3,6,2020,18,0.21547731504673012,-0.976508846196619
2020-06-19,Region_2,76.0,22.1,41.0,6.1,459.56,4,6,2020,19,0.19864794288017112,-0.9800709131432666
2020-06-20,Region_2,67.0,24.3,46.4,4.3,393.6,5,6,2020,20,0.18175978759137534,-0.9833429613388902
2020-06-21,Region_2,76.0,25.4,47.8,0.4,327.22,6,6,2020,21,0.16481784665719793,-0.9863240225317866
2020-06-22,Region_2,77.0,19.1,38.2,0.9,326.44,0,6,2020,22,0.14782713347053048,-0.9890132145779883
2020-06-23,Region_2,74.0,22.5,41.7,2.3,264.91,1,6,2020,23,0.13079267585675922,-0.9914097417023038
2020-06-24,Region_2,64.0,22.6,41.7,1.2,347.28,2,6,2020,24,0.11371951458594969,-0.9935128947338007
2020-06-25,Region_2,66.0,24.2,44.4,1.2,388.34,3,6,2020,25,0.0966127018812031,-0.9953220513156602
2020-06-26,Region_2,72.0,22.7,43.6,0.5,245.78,4,6,2020,26,0.07947729992362097,-0.9968366760893436
2020-06-27,Region_2,71.0,23.5,51.2,1.9,290.31,5,6,2020,27,0.062318379354325076,-0.998056320853012
2020-06-28,Region_2,59.0,22.7,45.6,2.7,280.29,6,6,2020,28,0.04514101777397193,-0.9989806246941579
2020-06-29,Region_2,69.0,22.5,48.6,0.9,510.38,0,6,2020,29,0.02795029824021032,-0.999609314096404
2020-06-30,Region_2,60.0,19.1,47.7,3.6,202.32,1,6,2020,30,0.01075130776352193,-0.9999422030204416
2020-07-01,Region_2,56.0,15.2,45.0,0.2,273.23,2,7,2020,1,-0.00645086419810515,-0.9999791929590823
2020-07-02,Region_2,61.0,25.1,40.3,0.3,170.86,3,7,2020,2,-0.023651127245231586,-0.9997202729664083
2020-07-03,Region_2,48.0,22.1,45.8,8.5,259.19,4,7,2020,3,-0.04084439154329611,-0.9991655196610109
2020-07-04,Region_2,54.0,20.3,45.5,2.2,243.95,5,7,2020,4,-0.05802556932878035,-0.9983150972033183
2020-07-05,Region_2,57.0,19.2,57.8,0.9,251.21,6,7,2020,5,-0.07518957641475855,-0.9971692572470178
2020-07-06,Region_2,53.0,17.0,43.5,8.6,127.88,0,7,2020,6,-0.09233133369539122,-0.9957283388645872
2020-07-07,Region_2,39.0,16.4,43.6,3.6,238.52,1,7,2020,7,-0.10944576864891556,-0.993992768446958
2020-07-08,Region_2,44.0,17.6,39.7,5.5,173.61,2,7,2020,8,-0.12652781683868314,-0.9919630595773397
2020-07-09,Region_2,40.0,17.6,49.2,13.4,264.45,3,7,2020,9,-0.1435724234118113,-0.9896398128792412
2020-07-10,Region_2,41.0,15.2,53.9,9.9,233.22,4,7,2020,10,-0.16057454459499376,-0.9870237158387383
2020-07-11,Region_2,51.0,19.8,48.3,2.3,268.8,5,7,2020,11,-0.17752914918703497,-0.984115542601034
2020-07-12,Region_2,38.0,16.5,44.3,4.8,158.18,6,7,2020,12,-0.19443122004766195,-0.9809161537413774
2020-07-13,Region_2,38.0,18.5,53.8,1.2,182.83,0,7,2020,13,-0.2112757555821793,-0.9774264960104055
2020-07-14,Region_2,41.0,16.2,48.6,1.0,83.88,1,7,2020,14,-0.2280577712215198,-0.9736476020539838
2020-07-15,Region_2,40.0,12.0,45.6,1.5,220.29,2,7,2020,15,-0.24477230089725957,-0.9695805901076308
2020-07-16,Region_2,41.0,19.2,45.8,2.0,106.72,3,7,2020,16,-0.2614143985111562,-0.965226663665613
2020-07-17,Region_2,34.0,16.1,49.1,5.4,192.31,4,7,2020,17,-0.2779791393987801,-0.9605871111248129
2020-07-18,Region_2,39.0,16.2,48.9,0.8,138.56,5,7,2020,18,-0.2944616217868012,-0.9556633054034704
2020-07-19,Region_2,33.0,16.6,50.4,1.2,66.89,6,7,2020,19,-0.3108569682435036,-0.9504567035349151
2020-07-20,Region_2,27.0,16.1,52.1,1.2,75.69,0,7,2020,20,-0.3271603271220951,-0.9449688462364056
2020-07-21,Region_2,16.0,13.4,44.7,6.3,115.11,1,7,2020,21,-0.34336687399638804,-0.939201357453208
2020-07-22,Region_2,32.0,17.7,48.8,2.9,90.44,2,7,2020,22,-0.3594718130884232,-0.9331559438780432
2020-07-23,Region_2,25.0,17.6,49.2,7.1,27.54,3,7,2020,23,-0.3754703786876202,-0.9268343944460494
2020-07-24,Region_2,34.0,14.2,41.4,0.5,49.98,4,7,2020,24,-0.3913578365610259,-0.9202385798054075
2020-07-25,Region_2,21.0,16.8,45.9,7.1,109.77,5,7,2020,25,-0.4071294853542516,-0.9133704517637858
2020-07-26,Region_2,10.0,13.9,57.6,4.1,41.93,6,7,2020,26,-0.4227806579826773,-0.9062320427107697
2020-07-27,Region_2,22.0,11.6,50.6,0.8,43.85,0,7,2020,27,-0.4383067230125192,-0.898825465016444
2020-07-28,Region_2,17.0,13.5,50.1,1.3,33.17,1,7,2020,28,-0.45370308603134424,-0.8911529104063088
2020-07-29,Region_2,19.0,13.0,52.2,14.25,27.65,2,7,2020,29,-0.46896519100763184,-0.8832166493127127
2020-07-30,Region_2,5.0,11.9,45.3,6.4,16.84,3,7,2020,30,-0.48408852163897587,-0.8750190302029955
2020-07-31,Region_2,12.0,11.1,48.7,1.2,20.29,4,7,2020,31,-0.4990686026885319,-0.8665624788845385
2020-08-01,Region_2,17.0,12.1,38.9,2.9,0.0,5,8,2020,1,-0.5139010013093103,-0.8578494977869301
2020-08-02,Region_2,6.0,9.9,54.4,5.3,0.0,6,8,2020,2,-0.5285813283559292,-0.8488826652214553
2020-08-03,Region_2,7.0,13.5,45.9,0.0,0.0,0,8,2020,3,-0.5431052396834317,-0.8396646346181327
2020-08-04,Region_2,5.0,11.6,51.5,13.7,0.0,1,8,2020,4,-0.5574684374327892,-0.8301981337405212
2020-08-05,Region_2,6.0,10.6,56.5,6.6,0.0,2,8,2020,5,-0.5716666713027052,-0.8204859638785327
2020-08-06,Region_2,4.0,10.2,46.9,2.5,0.0,3,8,2020,6,-0.5856957398073508,-0.8105309990194823
2020-08-07,Region_2,5.0,12.5,53.0,4.7,0.0,4,8,2020,7,-0.5995514915196489,-0.8003361849976323
2020-08-08,Region_2,0.0,9.1,50.8,5.4,0.0,5,8,2020,8,-0.6132298262997502,-0.7899045386224707
2020-08-09,Region_2,0.0,10.3,58.2,2.8,0.0,6,8,2020,9,-0.6267266965083301,-0.7792391467859886
2020-08-10,Region_2,0.0,8.1,59.4,2.6,0.0,0,8,2020,10,-0.6400381082043503,-0.7683431655492202
2020-08-11,Region_2,0.0,9.2,45.0,2.9,0.0,1,8,2020,11,-0.65316012232693,-0.7572198192083127
2020-08-12,Region_2,0.0,11.8,52.6,0.7,0.0,2,8,2020,12,-0.666088855860977,-0.7458723993404063
2020-08-13,Region_2,0.0,10.8,56.6,1.8,0.0,3,8,2020,13,-0.6788204829862355,-0.734304263829602
2020-08-14,Region_2,0.0,11.9,51.4,1.7,0.0,4,8,2020,14,-0.6913512362094071,-0.722518835873311
2020-08-15,Region_2,0.0,9.5,51.2,6.9,0.0,5,8,2020,15,-0.7036774074790128,-0.7105196029692745
2020-08-16,Region_2,0.0,11.2,46.5,11.1,0.0,6,8,2020,16,-0.7157953492826642,-0.6983101158835584
2020-08-17,Region_2,0.0,9.6,58.4,2.7,0.0,0,8,2020,17,-0.7277014757264236,-0.6858939875998223
2020-08-18,Region_2,0.0,11.0,53.4,2.5,0.0,1,8,2020,18,-0.7393922635959241,-0.673274892250183
2020-08-19,Region_2,0.0,7.1,57.9,8.5,0.0,2,8,2020,19,-0.7508642533989489,-0.6604565640279754
2020-08-20,Region_2,0.0,9.2,55.3,1.6,0.0,3,8,2020,20,-0.7621140503891487,-0.6474427960827475
2020-08-21,Region_2,0.0,5.8,56.4,1.4,0.0,4,8,2020,21,-0.7731383255706026,-0.6342374393978054
2020-08-22,Region_2,0.0,9.8,53.7,9.7,0.0,5,8,2020,22,-0.7839338166829201,-0.620844401650647
2020-08-23,Region_2,0.0,8.1,54.0,2.6,0.0,6,8,2020,23,-0.7944973291665992,-0.6072676460566135
2020-08-24,Region_2,0.0,7.1,56.2,6.1,0.0,0,8,2020,24,-0.8048257371083452,-0.593511190196115
2020-08-25,Region_2,0.0,8.4,57.7,10.4,0.0,1,8,2020,25,-0.8149159841660791,-0.5795791048257612
2020-08-26,Region_2,0.0,6.9,60.8,1.7,0.0,2,8,2020,26,-0.8247650844733614,-0.5654755126737576
2020-08-27,Region_2,0.0,8.4,55.9,11.4,0.0,3,8,2020,27,-0.8343701235229538,-0.5512045872199277
2020-08-28,Region_2,0.0,8.6,56.4,0.2,0.0,4,8,2020,28,-0.8437282590292712,-0.5367705514607103
2020-08-29,Region_2,0.0,3.9,55.3,2.2,0.0,5,8,2020,29,-0.8528367217694595,-0.522177676659508
2020-08-30,Region_2,0.0,6.4,57.9,14.25,0.0,6,8,2020,30,-0.8616928164028522,-0.5074302810827518
2020-08-31,Region_2,0.0,8.6,46.7,8.3,0.0,0,8,2020,31,-0.8702939222685674,-0.49253272872205434
2020-09-01,Region_2,0.0,4.7,56.3,3.5,0.0,1,9,2020,1,-0.8786374941610001,-0.4774894280028391
2020-09-02,Region_2,0.0,7.0,58.3,9.8,0.0,2,9,2020,2,-0.886721063082993,-0.46230483047981086
2020-09-03,Region_2,0.0,9.3,61.3,1.6,0.0,3,9,2020,3,-0.8945422369764496,-0.4469834295196741
2020-09-04,Region_2,0.0,7.9,60.8,4.2,0.0,4,9,2020,4,-0.9020987014301837,-0.43152975897147144
2020-09-05,Region_2,0.0,4.9,52.2,3.4,0.0,5,9,2020,5,-0.9093882203647925,-0.4159483918249421
2020-09-06,Region_2,0.0,8.7,49.5,14.25,0.0,6,9,2020,6,-0.9164086366943458,-0.4002439388573056
2020-09-07,Region_2,0.0,4.7,63.3,3.9,0.0,0,9,2020,7,-0.9231578729647039,-0.38442104726885545
2020-09-08,Region_2,0.0,4.2,66.0,8.5,0.0,1,9,2020,8,-0.9296339319682695,-0.3684843993077793
2020-09-09,Region_2,0.0,3.8,65.5,2.3,0.0,2,9,2020,9,-0.9358348973349941,-0.35243871088460327
2020-09-10,Region_2,0.0,4.1,54.3,3.4,0.0,3,9,2020,10,-0.9417589340994617,-0.33628873017668287
2020-09-11,Region_2,0.0,0.9,62.7,14.25,0.0,4,9,2020,11,-0.9474042892438845,-0.32003923622313857
2020-09-12,Region_2,0.0,3.2,64.4,10.8,0.0,5,9,2020,12,-0.9527692922168511,-0.30369503751065885
2020-09-13,Region_2,0.0,6.2,70.5,0.5,0.0,6,9,2020,13,-0.9578523554276669,-0.28726097055059635
2020-09-14,Region_2,0.0,6.3,56.9,6.5,0.0,0,9,2020,14,-0.9626519747161487,-0.2707418984477642
2020-09-15,Region_2,0.0,6.8,69.7,0.5,0.0,1,9,2020,15,-0.9671667297977312,-0.2541427094613622
2020-09-16,Region_2,0.0,4.1,59.5,3.2,0.0,2,9,2020,16,-0.97139528468375,-0.23746831555846842
2020-09-17,Region_2,0.0,0.4,60.8,9.1,0.0,3,9,2020,17,-0.9753363880767837,-0.2207236509605022
2020-09-18,Region_2,0.0,4.7,48.6,4.1,0.0,4,9,2020,18,-0.9789888737409319,-0.20391367068311472
2020-09-19,Region_2,0.0,2.6,66.6,3.1,0.0,5,9,2020,19,-0.9823516608469237,-0.18704334906991657
2020-09-20,Region_2,0.0,2.3,60.5,6.1,0.0,6,9,2020,20,-0.9854237542919524,-0.17011767832049052
2020-09-21,Region_2,0.0,7.3,61.3,0.2,0.0,0,9,2020,21,-0.9882042449941422,-0.15314166701312007
2020-09-22,Region_2,0.0,3.0,45.5,12.4,0.0,1,9,2020,22,-0.9906923101615609,-0.13612033862266704
2020-09-23,Region_2,0.0,1.3,62.9,10.7,0.0,2,9,2020,23,-0.9928872135356962,-0.11905873003404988
2020-09-24,Region_2,0.0,3.0,61.9,2.7,0.0,3,9,2020,24,-0.994788305609327,-0.10196189005174576
2020-09-25,Region_2,0.0,0.7,57.1,6.4,0.0,4,9,2020,25,-0.9963950238187231,-0.08483487790576538
2020-09-26,Region_2,0.0,0.7,63.9,14.25,0.0,5,9,2020,26,-0.9977068927101168,-0.06768276175455162
2020-09-27,Region_2,0.0,2.8,62.8,9.6,0.0,6,9,2020,27,-0.9987235240803972,-0.050510617185222886
2020-09-28,Region_2,0.0,2.9,61.7,7.2,0.0,0,9,2020,28,-0.9994446170919858,-0.033323525711631344
2020-09-29,Region_2,0.0,4.4,75.5,2.7,0.0,1,9,2020,29,-0.9998699583618592,-0.016126573270657762
2020-09-30,Region_2,0.0,3.1,54.7,2.6,0.0,2,9,2020,30,-0.9999994220246925,0.001075151282798226
2020-10-01,Region_2,0.0,4.9,73.3,5.3,0.0,3,10,2020,1,-0.999832969770105,0.018276557681691223
2020-10-02,Region_2,0.0,3.1,61.3,7.4,0.0,4,10,2020,2,-0.9993706508539969,0.03547255575312556
2020-10-03,Region_2,0.0,3.1,59.8,6.4,0.0,5,10,2020,3,-0.9986126020839734,0.052658056924614005
2020-10-04,Region_2,0.0,6.3,49.9,6.2,0.0,6,10,2020,4,-0.9975590477788613,0.06982797572987089
2020-10-05,Region_2,0.0,-1.0,69.0,4.7,0.0,0,10,2020,5,-0.9962102997023297,0.0869772313136861
2020-10-06,Region_2,0.0,4.9,60.0,1.4,0.0,1,10,2020,6,-0.9945667569706337,0.1041007489354256
2020-10-07,Region_2,0.0,1.9,56.8,2.8,0.0,2,10,2020,7,-0.9926289059345095,0.121193461470736
2020-10-08,Region_2,0.0,0.2,60.5,8.1,0.0,3,10,2020,8,-0.9903973200352558,0.1382503109109819
2020-10-09,Region_2,0.0,-1.0,54.6,14.25,0.0,4,10,2020,9,-0.9878726596350429,0.15526624985999563
2020-10-10,Region_2,0.0,-1.7,64.2,14.25,0.0,5,10,2020,10,-0.9850556718215013,0.172236243027682
