date,region,temperature,humidity,precipitation
2021-07-29,Region_1,9.3,79.7,7.3
2021-07-30,Region_1,6.5,72.3,1.1
2021-07-31,Region_1,7.7,72.3,1.1
2021-08-01,Region_1,8.1,55.4,0.2
2021-08-02,Region_1,2.3,66.5,12.2
2021-08-03,Region_1,7.0,64.7,14.6
2021-08-04,Region_1,5.0,69.6,4.0
2021-08-05,Region_1,6.4,73.6,7.7
2021-08-06,Region_1,5.9,67.1,3.3
2021-08-07,Region_1,0.5,69.4,6.3
2021-08-08,Region_1,4.3,73.0,8.9
2021-08-09,Region_1,4.7,66.0,14.5
2021-08-10,Region_1,6.3,70.4,1.5
2021-08-11,Region_1,3.2,73.2,0.0
2021-08-12,Region_1,2.7,78.3,28.8
2021-08-13,Region_1,6.4,61.1,1.5
2021-08-14,Region_1,1.5,64.0,2.1
2021-08-15,Region_1,-0.1,72.1,0.2
2021-08-16,Region_1,4.1,66.5,0.4
2021-08-17,Region_1,-2.0,69.9,1.9
2021-08-18,Region_1,1.5,63.5,3.1
2021-08-19,Region_1,0.3,76.5,0.0
2021-08-20,Region_1,1.9,71.8,14.4
2021-08-21,Region_1,-2.0,66.9,0.4
2021-08-22,Region_1,0.0,71.3,1.3
2021-08-23,Region_1,-4.6,67.0,3.2
2021-08-24,Region_1,1.0,74.5,5.5
2021-08-25,Region_1,0.4,71.4,12.4
2021-08-26,Region_1,-2.4,66.4,4.4
2021-08-27,Region_1,-0.4,74.1,10.1
2021-08-28,Region_1,-3.8,67.4,2.8
2021-08-29,Region_1,-1.4,72.5,29.3
2021-08-30,Region_1,-4.3,77.0,4.0
2021-08-31,Region_1,-2.9,73.5,2.2
2021-09-01,Region_1,-6.5,73.0,1.6
2021-09-02,Region_1,-0.6,71.7,0.2
2021-09-03,Region_1,-0.9,77.8,12.5
2021-09-04,Region_1,-7.1,75.1,1.4
2021-09-05,Region_1,-5.4,76.3,0.1
2021-09-06,Region_1,-0.5,78.7,13.8
2021-09-07,Region_1,-2.1,82.3,6.9
2021-09-08,Region_1,-6.3,83.0,1.7
2021-09-09,Region_1,-5.2,81.2,5.7
2021-09-10,Region_1,-8.8,82.3,7.8
2021-09-11,Region_1,-6.8,75.8,1.8
2021-09-12,Region_1,-6.3,80.4,2.2
2021-09-13,Region_1,-8.0,70.4,18.8
2021-09-14,Region_1,-4.3,75.8,1.1
2021-09-15,Region_1,-8.2,86.8,2.6
2021-09-16,Region_1,-5.2,75.7,7.0
2021-09-17,Region_1,-6.0,72.7,2.1
2021-09-18,Region_1,-7.8,74.2,0.2
2021-09-19,Region_1,-6.2,85.3,5.1
2021-09-20,Region_1,-5.5,73.8,13.7
2021-09-21,Region_1,-12.2,87.1,3.1
2021-09-22,Region_1,-5.6,83.7,3.0
2021-09-23,Region_1,-8.9,85.0,2.1
2021-09-24,Region_1,-4.4,74.4,12.4
2021-09-25,Region_1,-11.7,85.1,10.8
2021-09-26,Region_1,-7.2,80.6,5.1
2021-09-27,Region_1,-11.9,82.2,4.8
2021-09-28,Region_1,-10.5,83.8,0.0
2021-09-29,Region_1,-8.4,70.4,6.5
2021-09-30,Region_1,-12.4,89.0,10.5
2021-10-01,Region_1,-10.1,85.2,0.7
2021-10-02,Region_1,-9.5,78.0,4.5
2021-10-03,Region_1,-13.9,81.1,14.6
2021-10-04,Region_1,-10.2,84.2,6.7
2021-10-05,Region_1,-7.8,85.8,2.0
2021-10-06,Region_1,-12.2,82.2,2.5
2021-10-07,Region_1,-13.8,85.9,10.0
2021-10-08,Region_1,-10.0,75.2,1.5
2021-10-09,Region_1,-11.2,88.0,2.5
2021-10-10,Region_1,-11.8,78.3,2.7
2021-10-11,Region_1,-11.4,90.8,13.7
2021-10-12,Region_1,-10.8,84.5,0.4
2021-10-13,Region_1,-13.7,87.2,1.8
2021-10-14,Region_1,-14.4,90.1,3.2
2021-10-15,Region_1,-12.2,94.5,4.8
2021-10-16,Region_1,-9.0,88.1,42.8
2021-10-17,Region_1,-7.5,84.0,4.7
2021-10-18,Region_1,-13.4,86.6,2.3
2021-10-19,Region_1,-11.4,80.2,16.0
2021-10-20,Region_1,-10.5,87.8,2.9
2021-10-21,Region_1,-13.1,93.8,11.4
2021-10-22,Region_1,-12.5,90.4,0.4
2021-10-23,Region_1,-13.2,84.9,21.6
2021-10-24,Region_1,-12.5,79.0,6.7
2021-10-25,Region_1,-10.2,79.1,12.9
2021-10-26,Region_1,-14.7,86.5,3.1
2021-10-27,Region_1,-10.6,89.5,8.2
2021-10-28,Region_1,-14.9,84.6,24.4
2021-10-29,Region_1,-15.0,96.5,15.5
2021-10-30,Region_1,-12.2,84.3,0.8
2021-10-31,Region_1,-11.8,77.3,3.1
2021-11-01,Region_1,-11.8,81.5,0.6
2021-11-02,Region_1,-12.5,82.7,21.8
2021-11-03,Region_1,-12.2,84.2,4.9
2021-11-04,Region_1,-13.5,81.5,2.3
2021-11-05,Region_1,-12.1,82.7,7.5
2021-11-06,Region_1,-16.9,93.6,8.9
2021-11-07,Region_1,-14.3,66.6,10.0
2021-11-08,Region_1,-13.5,93.8,5.0
2021-11-09,Region_1,-13.0,84.6,2.0
2021-11-10,Region_1,-12.9,79.9,5.0
2021-11-11,Region_1,-11.3,85.2,9.5
2021-11-12,Region_1,-13.6,78.9,1.5
2021-11-13,Region_1,-16.6,86.5,4.2
2021-11-14,Region_1,-11.0,79.4,3.6
2021-11-15,Region_1,-17.1,86.3,9.2
2021-11-16,Region_1,-14.2,77.4,3.3
2021-11-17,Region_1,-13.3,82.7,5.5
2021-11-18,Region_1,-14.9,78.3,6.0
2021-11-19,Region_1,-10.3,81.0,7.3
2021-11-20,Region_1,-7.7,79.4,16.4
2021-11-21,Region_1,-13.0,88.3,2.7
2021-11-22,Region_1,-13.2,89.2,0.2
2021-11-23,Region_1,-8.7,89.2,26.5
2021-11-24,Region_1,-12.5,86.0,0.1
2021-11-25,Region_1,-11.4,81.5,26.9
2021-11-26,Region_1,-13.7,87.3,5.1
2021-11-27,Region_1,-11.9,81.8,7.5
2021-11-28,Region_1,-8.6,78.2,17.6
2021-11-29,Region_1,-7.7,79.7,34.6
2021-11-30,Region_1,-9.4,79.5,22.7
2021-12-01,Region_1,-6.7,77.7,2.8
2021-12-02,Region_1,-11.9,76.6,0.5
2021-12-03,Region_1,-11.0,81.8,7.0
2021-12-04,Region_1,-9.9,88.7,2.5
2021-12-05,Region_1,-12.3,91.9,6.8
2021-12-06,Region_1,-9.2,77.1,4.3
2021-12-07,Region_1,-7.8,86.1,33.2
2021-12-08,Region_1,-7.2,95.5,6.2
2021-12-09,Region_1,-6.9,86.4,0.7
2021-12-10,Region_1,-7.0,88.0,12.0
2021-12-11,Region_1,-5.3,82.3,4.8
2021-12-12,Region_1,-4.9,77.0,0.9
2021-12-13,Region_1,-7.4,77.0,3.2
2021-12-14,Region_1,-5.1,77.5,40.8
2021-12-15,Region_1,-4.9,77.8,4.3
2021-12-16,Region_1,-4.0,87.0,0.0
2021-12-17,Region_1,-5.4,86.6,3.5
2021-12-18,Region_1,-4.8,77.0,21.9
2021-12-19,Region_1,-7.2,71.4,2.5
2021-12-20,Region_1,-9.4,74.8,8.7
2021-12-21,Region_1,-3.8,85.2,8.4
2021-12-22,Region_1,-8.3,76.0,1.4
2021-12-23,Region_1,-4.3,63.2,21.8
2021-12-24,Region_1,-4.8,80.8,5.3
2021-12-25,Region_1,-3.8,77.9,1.9
2021-12-26,Region_1,-1.8,87.4,7.2
2021-12-27,Region_1,-5.1,78.4,2.7
2021-12-28,Region_1,-2.0,83.5,0.8
2021-12-29,Region_1,-3.6,59.6,0.5
2021-12-30,Region_1,-2.8,83.8,1.2
2020-01-01,Region_2,4.1,57.1,24.8
2020-01-02,Region_2,9.7,57.0,2.1
2020-01-03,Region_2,8.0,55.7,7.5
2020-01-04,Region_2,9.3,62.0,12.9
2020-01-05,Region_2,5.7,58.5,6.1
2020-01-06,Region_2,8.5,65.8,20.0
2020-01-07,Region_2,8.0,53.2,0.2
2020-01-08,Region_2,6.7,55.9,9.7
2020-01-09,Region_2,9.9,47.5,3.2
2020-01-10,Region_2,6.6,61.8,27.0
2020-01-11,Region_2,10.4,58.6,9.3
2020-01-12,Region_2,11.4,52.1,6.0
2020-01-13,Region_2,11.0,58.0,2.4
2020-01-14,Region_2,12.3,58.3,2.1
2020-01-15,Region_2,6.3,53.1,2.0
2020-01-16,Region_2,11.4,59.1,1.1
2020-01-17,Region_2,14.8,55.6,2.4
2020-01-18,Region_2,5.9,52.9,18.9
2020-01-19,Region_2,9.6,58.9,2.4
2020-01-20,Region_2,13.7,53.3,30.0
2020-01-21,Region_2,13.1,61.2,4.2
2020-01-22,Region_2,13.5,52.6,1.1
2020-01-23,Region_2,16.0,49.6,0.4
2020-01-24,Region_2,10.8,46.2,10.1
2020-01-25,Region_2,12.8,44.6,6.5
2020-01-26,Region_2,13.5,48.3,6.3
2020-01-27,Region_2,15.6,54.9,17.5
2020-01-28,Region_2,11.7,55.7,3.5
2020-01-29,Region_2,14.4,55.7,3.3
2020-01-30,Region_2,13.6,51.4,1.4
2020-01-31,Region_2,11.4,47.5,16.4
2020-02-01,Region_2,14.5,40.0,0.9
2020-02-02,Region_2,14.5,47.8,11.6
2020-02-03,Region_2,14.9,45.5,9.9
2020-02-04,Region_2,11.8,51.1,0.7
2020-02-05,Region_2,15.0,53.2,2.0
2020-02-06,Region_2,14.1,46.5,0.9
2020-02-07,Region_2,13.1,50.9,0.9
2020-02-08,Region_2,16.4,56.5,0.9
2020-02-09,Region_2,16.3,45.6,1.7
2020-02-10,Region_2,13.7,51.1,2.6
2020-02-11,Region_2,19.3,47.4,1.2
2020-02-12,Region_2,14.8,44.0,0.2
2020-02-13,Region_2,16.6,48.9,3.4
2020-02-14,Region_2,19.2,47.1,10.7
2020-02-15,Region_2,17.4,51.7,6.2
2020-02-16,Region_2,15.4,53.0,21.6
2020-02-17,Region_2,19.4,49.2,2.1
2020-02-18,Region_2,17.7,37.8,0.6
2020-02-19,Region_2,16.8,46.3,1.4
2020-02-20,Region_2,18.2,41.9,0.7
2020-02-21,Region_2,21.3,45.6,8.3
2020-02-22,Region_2,20.3,42.2,0.4
2020-02-23,Region_2,20.1,42.7,2.7
2020-02-24,Region_2,16.1,51.4,1.9
2020-02-25,Region_2,13.8,41.3,10.6
2020-02-26,Region_2,19.9,44.2,2.4
2020-02-27,Region_2,18.7,41.6,8.4
2020-02-28,Region_2,19.2,36.9,2.5
2020-02-29,Region_2,21.8,45.4,1.9
2020-03-01,Region_2,18.7,36.2,5.8
2020-03-02,Region_2,20.4,42.1,0.0
2020-03-03,Region_2,19.0,52.1,0.1
2020-03-04,Region_2,15.1,51.7,2.5
2020-03-05,Region_2,19.0,36.4,6.1
2020-03-06,Region_2,23.0,44.4,1.3
2020-03-07,Region_2,23.0,48.1,1.1
2020-03-08,Region_2,23.2,40.2,1.0
2020-03-09,Region_2,21.4,50.6,4.6
2020-03-10,Region_2,18.6,41.5,1.3
2020-03-11,Region_2,21.4,41.4,2.5
2020-03-12,Region_2,21.4,32.6,2.8
2020-03-13,Region_2,24.1,38.3,3.4
2020-03-14,Region_2,23.6,38.7,8.4
2020-03-15,Region_2,22.4,41.9,0.4
2020-03-16,Region_2,26.3,43.0,0.5
2020-03-17,Region_2,22.3,43.5,2.9
2020-03-18,Region_2,24.3,44.7,1.3
2020-03-19,Region_2,26.8,39.5,1.4
2020-03-20,Region_2,23.9,34.2,4.2
2020-03-21,Region_2,25.9,45.8,0.5
2020-03-22,Region_2,28.5,39.8,5.2
2020-03-23,Region_2,22.2,35.4,5.1
2020-03-24,Region_2,24.6,36.5,1.3
2020-03-25,Region_2,22.5,40.0,4.7
2020-03-26,Region_2,20.7,37.0,0.6
2020-03-27,Region_2,25.3,39.2,1.3
2020-03-28,Region_2,21.2,41.8,0.1
2020-03-29,Region_2,25.0,41.3,0.4
2020-03-30,Region_2,24.2,38.3,2.5
2020-03-31,Region_2,21.4,31.3,2.2
2020-04-01,Region_2,25.9,47.9,0.6
2020-04-02,Region_2,23.0,39.2,2.6
2020-04-03,Region_2,25.1,40.2,0.3
2020-04-04,Region_2,24.9,40.8,0.0
2020-04-05,Region_2,26.3,35.4,2.1
2020-04-06,Region_2,26.0,43.6,12.8
2020-04-07,Region_2,22.7,43.3,1.4
2020-04-08,Region_2,29.9,39.4,2.0
2020-04-09,Region_2,27.2,38.8,2.6
2020-04-10,Region_2,26.3,41.3,1.7
2020-04-11,Region_2,26.0,36.2,1.1
2020-04-12,Region_2,25.2,43.3,1.7
2020-04-13,Region_2,24.7,42.9,1.8
2020-04-14,Region_2,29.2,31.7,0.4
2020-04-15,Region_2,28.1,42.8,0.0
2020-04-16,Region_2,25.6,39.8,0.4
2020-04-17,Region_2,25.9,42.7,0.3
2020-04-18,Region_2,23.6,48.3,1.9
2020-04-19,Region_2,26.6,46.7,0.8
2020-04-20,Region_2,22.4,39.4,1.1
2020-04-21,Region_2,23.7,36.2,1.0
2020-04-22,Region_2,26.7,38.2,0.3
2020-04-23,Region_2,27.5,46.9,1.3
2020-04-24,Region_2,24.4,35.1,0.7
2020-04-25,Region_2,25.2,42.8,1.1
2020-04-26,Region_2,27.7,36.2,2.1
2020-04-27,Region_2,31.2,39.0,1.2
2020-04-28,Region_2,27.8,47.9,1.3
2020-04-29,Region_2,27.6,40.1,0.1
2020-04-30,Region_2,24.0,47.3,0.5
2020-05-01,Region_2,27.5,42.5,0.2
2020-05-02,Region_2,28.2,31.6,0.1
2020-05-03,Region_2,28.3,34.7,0.5
2020-05-04,Region_2,25.2,39.9,1.7
2020-05-05,Region_2,28.8,41.0,0.5
2020-05-06,Region_2,29.0,33.1,0.5
2020-05-07,Region_2,30.1,42.1,0.9
2020-05-08,Region_2,25.3,37.0,0.3
2020-05-09,Region_2,25.2,42.1,1.5
2020-05-10,Region_2,25.2,40.7,0.1
2020-05-11,Region_2,27.5,41.5,0.2
2020-05-12,Region_2,25.3,45.4,0.7
2020-05-13,Region_2,29.8,46.8,3.3
2020-05-14,Region_2,28.6,41.0,0.5
2020-05-15,Region_2,27.6,33.4,0.2
2020-05-16,Region_2,28.4,38.4,0.6
2020-05-17,Region_2,28.3,28.9,0.0
2020-05-18,Region_2,24.7,32.1,2.5
2020-05-19,Region_2,25.9,35.1,3.7
2020-05-20,Region_2,22.8,41.5,0.5
2020-05-21,Region_2,25.7,39.0,0.8
2020-05-22,Region_2,25.8,36.0,1.0
2020-05-23,Region_2,24.0,43.1,1.6
2020-05-24,Region_2,27.8,32.4,0.4
2020-05-25,Region_2,26.1,43.6,1.2
2020-05-26,Region_2,24.2,44.1,0.7
2020-05-27,Region_2,31.4,42.7,2.1
2020-05-28,Region_2,25.8,40.1,5.6
2020-05-29,Region_2,24.7,37.2,1.6
2020-05-30,Region_2,24.6,41.0,1.1
2020-05-31,Region_2,27.0,42.5,1.2
2020-06-01,Region_2,25.6,37.9,2.5
2020-06-02,Region_2,24.0,46.0,0.1
2020-06-03,Region_2,24.4,45.0,0.0
2020-06-04,Region_2,25.6,44.7,1.7
2020-06-05,Region_2,27.1,37.8,1.1
2020-06-06,Region_2,23.3,37.8,1.9
2020-06-07,Region_2,23.4,35.4,4.6
2020-06-08,Region_2,24.1,36.1,0.1
2020-06-09,Region_2,26.4,43.9,1.9
2020-06-10,Region_2,25.0,40.0,0.5
2020-06-11,Region_2,24.2,46.1,2.0
2020-06-12,Region_2,26.9,41.9,4.3
2020-06-13,Region_2,21.6,40.1,2.5
2020-06-14,Region_2,21.8,43.9,0.4
2020-06-15,Region_2,22.4,41.7,10.3
2020-06-16,Region_2,23.1,40.2,0.7
2020-06-17,Region_2,24.1,42.4,1.4
2020-06-18,Region_2,21.6,43.4,3.4
2020-06-19,Region_2,22.1,41.0,6.1
2020-06-20,Region_2,24.3,46.4,4.3
2020-06-21,Region_2,25.4,47.8,0.4
2020-06-22,Region_2,19.1,38.2,0.9
2020-06-23,Region_2,22.5,41.7,2.3
2020-06-24,Region_2,22.6,41.7,1.2
2020-06-25,Region_2,24.2,44.4,1.2
2020-06-26,Region_2,22.7,43.6,0.5
2020-06-27,Region_2,23.5,51.2,1.9
2020-06-28,Region_2,22.7,45.6,2.7
2020-06-29,Region_2,22.5,48.6,0.9
2020-06-30,Region_2,19.1,47.7,3.6
2020-07-01,Region_2,15.2,45.0,0.2
2020-07-02,Region_2,25.1,40.3,0.3
2020-07-03,Region_2,22.1,45.8,8.5
2020-07-04,Region_2,20.3,45.5,2.2
2020-07-05,Region_2,19.2,57.8,0.9
2020-07-06,Region_2,17.0,43.5,8.6
2020-07-07,Region_2,16.4,43.6,3.6
2020-07-08,Region_2,17.6,39.7,5.5
2020-07-09,Region_2,17.6,49.2,13.4
2020-07-10,Region_2,15.2,53.9,9.9
2020-07-11,Region_2,19.8,48.3,2.3
2020-07-12,Region_2,16.5,44.3,4.8
2020-07-13,Region_2,18.5,53.8,1.2
2020-07-14,Region_2,16.2,48.6,1.0
2020-07-15,Region_2,12.0,45.6,1.5
2020-07-16,Region_2,19.2,45.8,2.0
2020-07-17,Region_2,16.1,49.1,5.4
2020-07-18,Region_2,16.2,48.9,0.8
2020-07-19,Region_2,16.6,50.4,1.2
2020-07-20,Region_2,16.1,52.1,1.2
2020-07-21,Region_2,13.4,44.7,6.3
2020-07-22,Region_2,17.7,48.8,2.9
2020-07-23,Region_2,17.6,49.2,7.1
2020-07-24,Region_2,14.2,41.4,0.5
2020-07-25,Region_2,16.8,45.9,7.1
2020-07-26,Region_2,13.9,57.6,4.1
2020-07-27,Region_2,11.6,50.6,0.8
2020-07-28,Region_2,13.5,50.1,1.3
2020-07-29,Region_2,13.0,52.2,19.1
2020-07-30,Region_2,11.9,45.3,6.4
2020-07-31,Region_2,11.1,48.7,1.2
2020-08-01,Region_2,12.1,38.9,2.9
2020-08-02,Region_2,9.9,54.4,5.3
2020-08-03,Region_2,13.5,45.9,0.0
2020-08-04,Region_2,11.6,51.5,13.7
2020-08-05,Region_2,10.6,56.5,6.6
2020-08-06,Region_2,10.2,46.9,2.5
2020-08-07,Region_2,12.5,53.0,4.7
2020-08-08,Region_2,9.1,50.8,5.4
2020-08-09,Region_2,10.3,58.2,2.8
2020-08-10,Region_2,8.1,59.4,2.6
2020-08-11,Region_2,9.2,45.0,2.9
2020-08-12,Region_2,11.8,52.6,0.7
2020-08-13,Region_2,10.8,56.6,1.8
2020-08-14,Region_2,11.9,51.4,1.7
2020-08-15,Region_2,9.5,51.2,6.9
2020-08-16,Region_2,11.2,46.5,11.1
2020-08-17,Region_2,9.6,58.4,2.7
2020-08-18,Region_2,11.0,53.4,2.5
2020-08-19,Region_2,7.1,57.9,8.5
2020-08-20,Region_2,9.2,55.3,1.6
2020-08-21,Region_2,5.8,56.4,1.4
2020-08-22,Region_2,9.8,53.7,9.7
2020-08-23,Region_2,8.1,54.0,2.6
2020-08-24,Region_2,7.1,56.2,6.1
2020-08-25,Region_2,8.4,57.7,10.4
2020-08-26,Region_2,6.9,60.8,1.7
2020-08-27,Region_2,8.4,55.9,11.4
2020-08-28,Region_2,8.6,56.4,0.2
2020-08-29,Region_2,3.9,55.3,2.2
2020-08-30,Region_2,6.4,57.9,27.4
2020-08-31,Region_2,8.6,46.7,8.3
2020-09-01,Region_2,4.7,56.3,3.5
2020-09-02,Region_2,7.0,58.3,9.8
2020-09-03,Region_2,9.3,61.3,1.6
2020-09-04,Region_2,7.9,60.8,4.2
2020-09-05,Region_2,4.9,52.2,3.4
2020-09-06,Region_2,8.7,49.5,17.4
2020-09-07,Region_2,4.7,63.3,3.9
2020-09-08,Region_2,4.2,66.0,8.5
2020-09-09,Region_2,3.8,65.5,2.3
2020-09-10,Region_2,4.1,54.3,3.4
2020-09-11,Region_2,0.9,62.7,31.4
2020-09-12,Region_2,3.2,64.4,10.8
2020-09-13,Region_2,6.2,70.5,0.5
2020-09-14,Region_2,6.3,56.9,6.5
2020-09-15,Region_2,6.8,69.7,0.5
2020-09-16,Region_2,4.1,59.5,3.2
2020-09-17,Region_2,0.4,60.8,9.1
2020-09-18,Region_2,4.7,48.6,4.1
2020-09-19,Region_2,2.6,66.6,3.1
2020-09-20,Region_2,2.3,60.5,6.1
2020-09-21,Region_2,7.3,61.3,0.2
2020-09-22,Region_2,3.0,45.5,12.4
2020-09-23,Region_2,1.3,62.9,10.7
2020-09-24,Region_2,3.0,61.9,2.7
2020-09-25,Region_2,0.7,57.1,6.4
2020-09-26,Region_2,0.7,63.9,14.3
2020-09-27,Region_2,2.8,62.8,9.6
2020-09-28,Region_2,2.9,61.7,7.2
2020-09-29,Region_2,4.4,75.5,2.7
2020-09-30,Region_2,3.1,54.7,2.6
2020-10-01,Region_2,4.9,73.3,5.3
2020-10-02,Region_2,3.1,61.3,7.4
2020-10-03,Region_2,3.1,59.8,6.4
2020-10-04,Region_2,6.3,49.9,6.2
2020-10-05,Region_2,-1.0,69.0,4.7
2020-10-06,Region_2,4.9,60.0,1.4
2020-10-07,Region_2,1.9,56.8,2.8
2020-10-08,Region_2,0.2,60.5,8.1
2020-10-09,Region_2,-1.0,54.6,14.9
2020-10-10,Region_2,-1.7,64.2,15.7
2020-10-11,Region_2,0.2,71.5,2.6
2020-10-12,Region_2,-0.2,62.0,6.7
2020-10-13,Region_2,0.1,67.6,15.8
2020-10-14,Region_2,0.6,55.7,4.8
2020-10-15,Region_2,1.7,62.9,9.9
2020-10-16,Region_2,1.9,59.2,10.4
2020-10-17,Region_2,0.6,58.8,13.3
2020-10-18,Region_2,0.8,75.6,0.6
2020-10-19,Region_2,0.6,71.5,0.4
2020-10-20,Region_2,4.1,64.0,0.9
2020-10-21,Region_2,0.5,61.9,18.8
2020-10-22,Region_2,2.7,70.7,3.3
2020-10-23,Region_2,0.2,66.5,2.5
2020-10-24,Region_2,0.5,61.2,1.0
2020-10-25,Region_2,3.1,66.2,11.5
2020-10-26,Region_2,0.3,56.7,1.4
2020-10-27,Region_2,0.9,59.5,17.6
2020-10-28,Region_2,-0.7,59.5,34.5
2020-10-29,Region_2,2.1,64.5,21.8
2020-10-30,Region_2,1.5,62.8,11.0
2020-10-31,Region_2,2.6,66.9,9.8
2020-11-01,Region_2,3.0,64.1,4.4
2020-11-02,Region_2,-0.4,60.8,2.1
2020-11-03,Region_2,1.3,56.5,3.0
2020-11-04,Region_2,0.9,67.0,10.8
2020-11-05,Region_2,0.4,55.6,11.3
2020-11-06,Region_2,0.0,58.3,2.0
2020-11-07,Region_2,2.1,55.5,0.6
2020-11-08,Region_2,0.3,57.3,0.7
2020-11-09,Region_2,2.2,63.1,13.1
2020-11-10,Region_2,-0.4,59.5,1.0
2020-11-11,Region_2,1.9,64.7,1.3
2020-11-12,Region_2,-0.8,65.7,1.1
2020-11-13,Region_2,1.1,61.9,8.2
2020-11-14,Region_2,-0.3,64.1,0.5
2020-11-15,Region_2,-2.5,54.4,10.7
2020-11-16,Region_2,5.8,65.6,3.8
2020-11-17,Region_2,1.4,67.2,2.0
2020-11-18,Region_2,0.1,65.2,28.6
2020-11-19,Region_2,-1.2,69.5,8.8
2020-11-20,Region_2,7.5,62.3,15.4
2020-11-21,Region_2,1.2,60.2,26.3
2020-11-22,Region_2,2.3,67.5,6.8
2020-11-23,Region_2,5.0,61.7,44.7
2020-11-24,Region_2,0.3,57.9,9.7
2020-11-25,Region_2,4.1,58.8,9.1
2020-11-26,Region_2,0.3,58.2,5.7
2020-11-27,Region_2,5.2,60.5,0.7
2020-11-28,Region_2,-2.1,63.6,9.3
2020-11-29,Region_2,4.6,61.0,14.0
2020-11-30,Region_2,1.0,53.0,1.5
2020-12-01,Region_2,1.6,59.7,5.8
2020-12-02,Region_2,3.7,57.3,0.7
2020-12-03,Region_2,1.7,61.4,2.8
2020-12-04,Region_2,2.6,64.6,10.1
2020-12-05,Region_2,3.7,75.8,0.7
2020-12-06,Region_2,2.3,62.2,14.4
2020-12-07,Region_2,3.2,63.3,3.0
2020-12-08,Region_2,2.9,60.3,6.4
2020-12-09,Region_2,6.7,60.0,8.8
2020-12-10,Region_2,2.3,60.1,2.5
2020-12-11,Region_2,2.1,59.5,0.2
2020-12-12,Region_2,5.9,67.0,3.7
2020-12-13,Region_2,1.5,63.9,6.0
2020-12-14,Region_2,2.8,63.2,11.0
2020-12-15,Region_2,3.6,60.3,9.1
2020-12-16,Region_2,6.8,54.4,20.7
2020-12-17,Region_2,1.1,58.2,3.6
2020-12-18,Region_2,4.2,49.7,0.6
2020-12-19,Region_2,2.0,48.2,10.1
2020-12-20,Region_2,6.8,64.1,2.7
2020-12-21,Region_2,5.3,69.9,3.7
2020-12-22,Region_2,6.2,56.9,7.3
2020-12-23,Region_2,9.3,64.0,2.7
2020-12-24,Region_2,8.6,57.5,15.5
2020-12-25,Region_2,6.7,66.1,7.7
2020-12-26,Region_2,10.1,61.7,7.7
2020-12-27,Region_2,8.9,61.5,5.9
2020-12-28,Region_2,5.4,57.9,11.4
2020-12-29,Region_2,8.1,68.3,9.7
2020-12-30,Region_2,5.2,58.1,8.8
2020-12-31,Region_2,6.9,66.1,26.7
2021-01-01,Region_2,8.4,53.9,9.0
2021-01-02,Region_2,6.0,58.6,1.5
2021-01-03,Region_2,13.2,67.1,10.3
2021-01-04,Region_2,5.6,59.1,3.4
2021-01-05,Region_2,8.3,56.6,1.0
2021-01-06,Region_2,8.2,50.7,4.7
2021-01-07,Region_2,7.3,54.8,8.0
2021-01-08,Region_2,7.0,57.8,3.4
2021-01-09,Region_2,6.2,48.3,2.9
2021-01-10,Region_2,7.4,53.0,0.1
2021-01-11,Region_2,7.4,57.2,12.0
2021-01-12,Region_2,12.6,52.9,2.0
2021-01-13,Region_2,12.6,58.6,0.1
2021-01-14,Region_2,8.7,56.0,6.8
2021-01-15,Region_2,5.9,52.3,2.3
2021-01-16,Region_2,11.4,55.4,3.6
2021-01-17,Region_2,11.4,62.4,8.1
2021-01-18,Region_2,11.3,48.8,30.1
2021-01-19,Region_2,14.3,49.8,9.2
2021-01-20,Region_2,10.6,51.8,6.5
2021-01-21,Region_2,10.7,44.1,1.2
2021-01-22,Region_2,12.4,48.2,8.3
2021-01-23,Region_2,16.6,53.4,0.7
2021-01-24,Region_2,12.8,50.8,0.7
2021-01-25,Region_2,15.1,50.8,2.8
2021-01-26,Region_2,12.7,56.9,6.8
2021-01-27,Region_2,13.2,50.2,7.6
2021-01-28,Region_2,15.3,48.6,0.7
2021-01-29,Region_2,13.1,53.5,9.1
2021-01-30,Region_2,13.2,44.1,7.8
2021-01-31,Region_2,15.6,47.4,7.8
2021-02-01,Region_2,9.0,53.3,0.8
2021-02-02,Region_2,13.8,42.0,8.1
2021-02-03,Region_2,15.1,35.9,0.3
2021-02-04,Region_2,16.6,53.0,0.3
2021-02-05,Region_2,15.4,51.5,5.9
2021-02-06,Region_2,16.6,47.1,6.7
2021-02-07,Region_2,12.8,46.6,8.9
2021-02-08,Region_2,15.0,55.7,7.2
2021-02-09,Region_2,17.7,54.4,0.9
2021-02-10,Region_2,15.6,53.6,1.9
2021-02-11,Region_2,19.2,57.9,0.1
2021-02-12,Region_2,16.8,45.4,3.3
2021-02-13,Region_2,16.5,44.6,11.5
2021-02-14,Region_2,15.9,53.0,4.6
2021-02-15,Region_2,18.1,48.5,1.5
2021-02-16,Region_2,20.4,43.5,1.0
2021-02-17,Region_2,20.1,52.9,0.6
2021-02-18,Region_2,16.5,53.0,0.0
2021-02-19,Region_2,18.2,56.0,3.5
2021-02-20,Region_2,21.3,51.5,0.9
2021-02-21,Region_2,18.0,46.1,3.9
2021-02-22,Region_2,20.1,52.8,4.8
2021-02-23,Region_2,21.3,52.7,0.7
2021-02-24,Region_2,20.0,42.3,0.5
